CaseID,StructID,GM_ID,gm_file,gm_dt_sec,gm_unit,gm_scale,k_global_scale,qy_global_scale,mass_scale,damping_ratio,alpha_post,story_height_m,n_story,k1_scale,k2_scale,k3_scale,k4_scale,k5_scale,qy1_scale,qy2_scale,qy3_scale,qy4_scale,qy5_scale,K1_N_per_m,K2_N_per_m,K3_N_per_m,K4_N_per_m,K5_N_per_m,Qy1_N,Qy2_N,Qy3_N,Qy4_N,Qy5_N,floor_mass_kg,model_type,run_status,success,message,top_disp_max_m,max_story_drift,base_shear_max_N,analysis_time_sec
Case0335,Struct0168,EI,ground_motion/ei3.txt,0.02,g,1,1.236,1.0425,1.0202,0.0341,0.0462,3.049,5,1.0967,1.0522,1.0619,0.8672,0.9277,1.0343,0.9179,0.9999,1.0221,1.1465,243993816,214585668,196876260,144700992,137596464,4313031,3540569.78,3544145.55,3303171.67,3346633.5,255050,5-story shear model,pending,,,,,,
Case0336,Struct0168,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.236,1.0425,1.0202,0.0341,0.0462,3.049,5,1.0967,1.0522,1.0619,0.8672,0.9277,1.0343,0.9179,0.9999,1.0221,1.1465,243993816,214585668,196876260,144700992,137596464,4313031,3540569.78,3544145.55,3303171.67,3346633.5,255050,5-story shear model,pending,,,,,,
Case0337,Struct0169,EI,ground_motion/ei3.txt,0.02,g,1,0.7903,0.9778,1.1909,0.0461,0.0307,3.574,5,1.0788,0.8868,0.9164,0.9674,0.8744,0.9787,0.8641,0.923,0.8563,1.0867,153463615.2,115638276.6,108634638,103212389.7,82924598.4,3827891.44,3126192.83,3068531.96,2595599.43,2975210.73,297725,5-story shear model,pending,,,,,,
Case0338,Struct0169,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7903,0.9778,1.1909,0.0461,0.0307,3.574,5,1.0788,0.8868,0.9164,0.9674,0.8744,0.9787,0.8641,0.923,0.8563,1.0867,153463615.2,115638276.6,108634638,103212389.7,82924598.4,3827891.44,3126192.83,3068531.96,2595599.43,2975210.73,297725,5-story shear model,pending,,,,,,
Case0339,Struct0170,EI,ground_motion/ei3.txt,0.02,g,1,1.1116,1.0427,0.9524,0.0649,0.0351,3.536,5,1.0271,0.9696,1.0232,0.928,0.9852,1.1155,1.0203,0.9214,0.9785,1.1011,205510384.8,177838214.4,170608368,139261248,131417798.4,4652527.4,3936307.2,3266528.85,3162874.04,3214727.52,238100,5-story shear model,pending,,,,,,
Case0340,Struct0170,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1116,1.0427,0.9524,0.0649,0.0351,3.536,5,1.0271,0.9696,1.0232,0.928,0.9852,1.1155,1.0203,0.9214,0.9785,1.1011,205510384.8,177838214.4,170608368,139261248,131417798.4,4652527.4,3936307.2,3266528.85,3162874.04,3214727.52,238100,5-story shear model,pending,,,,,,
Case0341,Struct0171,EI,ground_motion/ei3.txt,0.02,g,1,0.9571,1.0684,1.0716,0.0482,0.0307,3.013,5,0.8927,1.0219,1.0719,0.8806,1.1206,0.9808,1.1474,1.0211,0.9022,0.9578,153792570.6,161379980.9,153887323.5,113781005.1,128703151.2,4191546.88,4535763.99,3709207.02,2988122.49,2865277.86,267900,5-story shear model,pending,,,,,,
Case0342,Struct0171,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9571,1.0684,1.0716,0.0482,0.0307,3.013,5,0.8927,1.0219,1.0719,0.8806,1.1206,0.9808,1.1474,1.0211,0.9022,0.9578,153792570.6,161379980.9,153887323.5,113781005.1,128703151.2,4191546.88,4535763.99,3709207.02,2988122.49,2865277.86,267900,5-story shear model,pending,,,,,,
Case0343,Struct0172,EI,ground_motion/ei3.txt,0.02,g,1,1.0624,0.7889,0.8898,0.0312,0.0184,3.323,5,1.1366,0.987,0.8578,1.0774,1.0681,0.9748,0.8723,1.0086,1.1331,1.089,217354291.2,173017152,136699008,154525017.6,136169932.8,3076078.88,2546182.64,2705327.44,2771098.03,2405513.88,222450,5-story shear model,pending,,,,,,
Case0344,Struct0172,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0624,0.7889,0.8898,0.0312,0.0184,3.323,5,1.1366,0.987,0.8578,1.0774,1.0681,0.9748,0.8723,1.0086,1.1331,1.089,217354291.2,173017152,136699008,154525017.6,136169932.8,3076078.88,2546182.64,2705327.44,2771098.03,2405513.88,222450,5-story shear model,pending,,,,,,
Case0345,Struct0173,EI,ground_motion/ei3.txt,0.02,g,1,0.7813,1.0684,1.0411,0.0424,0.0331,3.056,5,1.1379,0.9542,1.0477,0.9332,0.9345,0.9119,0.9564,1.0614,1.0178,0.9521,160027428.6,123010215.9,122785201.5,98429736.6,87614982,3897095.84,3780725.71,3855599.18,3370994.31,2848226.19,260275,5-story shear model,pending,,,,,,
Case0346,Struct0173,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7813,1.0684,1.0411,0.0424,0.0331,3.056,5,1.1379,0.9542,1.0477,0.9332,0.9345,0.9119,0.9564,1.0614,1.0178,0.9521,160027428.6,123010215.9,122785201.5,98429736.6,87614982,3897095.84,3780725.71,3855599.18,3370994.31,2848226.19,260275,5-story shear model,pending,,,,,,
Case0347,Struct0174,EI,ground_motion/ei3.txt,0.02,g,1,1.1609,0.8689,1.1086,0.0307,0.0223,3.223,5,1.0561,1.036,1.0389,1.1185,1.0028,0.8604,0.9425,0.9242,0.9902,0.9798,220684768.2,198444246,180908851.5,175292997.8,139698062.4,2990406.24,3030071.52,2730327.09,2667192.82,2383775.02,277150,5-story shear model,pending,,,,,,
Case0348,Struct0174,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1609,0.8689,1.1086,0.0307,0.0223,3.223,5,1.0561,1.036,1.0389,1.1185,1.0028,0.8604,0.9425,0.9242,0.9902,0.9798,220684768.2,198444246,180908851.5,175292997.8,139698062.4,2990406.24,3030071.52,2730327.09,2667192.82,2383775.02,277150,5-story shear model,pending,,,,,,
Case0349,Struct0175,EI,ground_motion/ei3.txt,0.02,g,1,0.8135,0.9224,0.8731,0.0533,0.0239,3.041,5,0.8694,1.0079,1.0802,1.017,1.0344,0.8918,1.0835,0.9056,0.9717,0.8894,127306242,135287897.3,131811405,111689482.5,100978128,3290385.28,3697855.48,2840106.5,2778517.85,2297071.17,218275,5-story shear model,pending,,,,,,
Case0350,Struct0175,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8135,0.9224,0.8731,0.0533,0.0239,3.041,5,0.8694,1.0079,1.0802,1.017,1.0344,0.8918,1.0835,0.9056,0.9717,0.8894,127306242,135287897.3,131811405,111689482.5,100978128,3290385.28,3697855.48,2840106.5,2778517.85,2297071.17,218275,5-story shear model,pending,,,,,,
Case0351,Struct0176,EI,ground_motion/ei3.txt,0.02,g,1,0.9773,0.8296,1.0008,0.069,0.0327,3.508,5,0.8602,0.8562,0.9797,1.1472,0.8896,0.8776,1.147,1.1368,1.1213,1.0419,151321222.8,138066102.9,143619121.5,151356405.6,104328729.6,2912227.84,3520739.44,3206503.55,2883714.49,2420208.67,250200,5-story shear model,pending,,,,,,
Case0352,Struct0176,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9773,0.8296,1.0008,0.069,0.0327,3.508,5,0.8602,0.8562,0.9797,1.1472,0.8896,0.8776,1.147,1.1368,1.1213,1.0419,151321222.8,138066102.9,143619121.5,151356405.6,104328729.6,2912227.84,3520739.44,3206503.55,2883714.49,2420208.67,250200,5-story shear model,pending,,,,,,
Case0353,Struct0177,EI,ground_motion/ei3.txt,0.02,g,1,0.7875,0.9922,0.9085,0.0457,0.0112,3.434,5,0.875,0.861,0.8803,1.1352,1.0519,0.89,1.0107,1.0872,0.9924,1.1482,124031250,111876187.5,103985437.5,120685950,99404550,3532232,3710421.2,3667647.46,3052443.77,3189883.31,227125,5-story shear model,pending,,,,,,
Case0354,Struct0177,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7875,0.9922,0.9085,0.0457,0.0112,3.434,5,0.875,0.861,0.8803,1.1352,1.0519,0.89,1.0107,1.0872,0.9924,1.1482,124031250,111876187.5,103985437.5,120685950,99404550,3532232,3710421.2,3667647.46,3052443.77,3189883.31,227125,5-story shear model,pending,,,,,,
Case0355,Struct0178,EI,ground_motion/ei3.txt,0.02,g,1,1.1203,0.8774,1.1194,0.0739,0.0163,3.096,5,0.924,0.9736,1.0687,1.0875,1.1087,1.114,1.1464,0.8651,0.8931,0.8699,186328296,179969473.2,179589691.5,164474043.8,149049193.2,3909694.4,3721650.03,2580731.72,2429178.41,2137100.73,279850,5-story shear model,pending,,,,,,
Case0356,Struct0178,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1203,0.8774,1.1194,0.0739,0.0163,3.096,5,0.924,0.9736,1.0687,1.0875,1.1087,1.114,1.1464,0.8651,0.8931,0.8699,186328296,179969473.2,179589691.5,164474043.8,149049193.2,3909694.4,3721650.03,2580731.72,2429178.41,2137100.73,279850,5-story shear model,pending,,,,,,
Case0357,Struct0179,EI,ground_motion/ei3.txt,0.02,g,1,0.8228,0.9703,1.1522,0.0721,0.0107,3.576,5,1.0827,1.0913,1.0333,0.8538,1.1062,1.1138,0.8588,0.9397,0.8583,1.1086,160352200.8,148157070.6,127529886,94838396.4,109221763.2,4322880.56,3083186.47,3100089.09,2581706.32,3011888.82,288050,5-story shear model,pending,,,,,,
Case0358,Struct0179,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8228,0.9703,1.1522,0.0721,0.0107,3.576,5,1.0827,1.0913,1.0333,0.8538,1.1062,1.1138,0.8588,0.9397,0.8583,1.1086,160352200.8,148157070.6,127529886,94838396.4,109221763.2,4322880.56,3083186.47,3100089.09,2581706.32,3011888.82,288050,5-story shear model,pending,,,,,,
Case0359,Struct0180,EI,ground_motion/ei3.txt,0.02,g,1,1.0427,0.8395,1.0756,0.0297,0.0295,3.209,5,1.0138,0.9201,1.1022,0.9296,1.0669,0.8609,1.0621,1.1276,0.8562,0.9397,190276066.8,158299064.6,172389591,130854679.2,133494795.6,2890902.2,3299041.92,3218508.68,2228217.69,2208858.82,268900,5-story shear model,pending,,,,,,
Case0360,Struct0180,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0427,0.8395,1.0756,0.0297,0.0295,3.209,5,1.0138,0.9201,1.1022,0.9296,1.0669,0.8609,1.0621,1.1276,0.8562,0.9397,190276066.8,158299064.6,172389591,130854679.2,133494795.6,2890902.2,3299041.92,3218508.68,2228217.69,2208858.82,268900,5-story shear model,pending,,,,,,
Case0361,Struct0181,EI,ground_motion/ei3.txt,0.02,g,1,0.815,1.2373,0.9171,0.0227,0.0153,3.433,5,0.9156,1.1436,1.0537,1.0327,0.9751,1.0168,1.0584,1.0793,1.0627,0.8761,134318520,153785610,128814825,113622817.5,95364780,5032346.56,4845365.78,4540420.83,4076124,3035195.88,229275,5-story shear model,pending,,,,,,
Case0362,Struct0181,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.815,1.2373,0.9171,0.0227,0.0153,3.433,5,0.9156,1.1436,1.0537,1.0327,0.9751,1.0168,1.0584,1.0793,1.0627,0.8761,134318520,153785610,128814825,113622817.5,95364780,5032346.56,4845365.78,4540420.83,4076124,3035195.88,229275,5-story shear model,pending,,,,,,
Case0363,Struct0182,EI,ground_motion/ei3.txt,0.02,g,1,0.7933,0.9971,0.9691,0.0762,0.0407,3.357,5,0.8852,1.1298,0.8951,1.0016,1.142,0.9482,0.9817,1.0979,0.9399,0.898,126401248.8,147884606.1,106512424.5,107266852.8,108713832,3781800.88,3621756.36,3722034.71,2905240.3,2507108.24,242275,5-story shear model,pending,,,,,,
Case0364,Struct0182,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7933,0.9971,0.9691,0.0762,0.0407,3.357,5,0.8852,1.1298,0.8951,1.0016,1.142,0.9482,0.9817,1.0979,0.9399,0.898,126401248.8,147884606.1,106512424.5,107266852.8,108713832,3781800.88,3621756.36,3722034.71,2905240.3,2507108.24,242275,5-story shear model,pending,,,,,,
Case0365,Struct0183,EI,ground_motion/ei3.txt,0.02,g,1,1.1498,0.8316,0.9739,0.0515,0.0251,3.192,5,1.1484,1.0381,1.1416,0.9816,0.9978,1.0236,1.0414,0.9695,0.9054,1.0305,237677457.6,196945217.7,196891752,152366896.8,137672452.8,3404903.04,3204304.49,2741203.08,2334084.98,2399498.64,243475,5-story shear model,pending,,,,,,
Case0366,Struct0183,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1498,0.8316,0.9739,0.0515,0.0251,3.192,5,1.1484,1.0381,1.1416,0.9816,0.9978,1.0236,1.0414,0.9695,0.9054,1.0305,237677457.6,196945217.7,196891752,152366896.8,137672452.8,3404903.04,3204304.49,2741203.08,2334084.98,2399498.64,243475,5-story shear model,pending,,,,,,
Case0367,Struct0184,EI,ground_motion/ei3.txt,0.02,g,1,0.9135,1.1027,1.0866,0.0726,0.0401,3.035,5,0.8888,0.9016,0.9496,1.061,0.9581,0.8537,0.8955,0.943,1.1205,1.0743,146145384,135895914,130118940,130845172.5,105026922,3765499.96,3653631.04,3535476.74,3830283.58,3316965.71,271650,5-story shear model,pending,,,,,,
Case0368,Struct0184,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9135,1.1027,1.0866,0.0726,0.0401,3.035,5,0.8888,0.9016,0.9496,1.061,0.9581,0.8537,0.8955,0.943,1.1205,1.0743,146145384,135895914,130118940,130845172.5,105026922,3765499.96,3653631.04,3535476.74,3830283.58,3316965.71,271650,5-story shear model,pending,,,,,,
Case0369,Struct0185,EI,ground_motion/ei3.txt,0.02,g,1,0.8635,0.8355,0.8231,0.0459,0.0129,3.385,5,0.9393,0.952,1.1226,0.994,0.925,1.1269,1.1337,0.9422,1.1412,1.0326,145995399,135638580,145404765,115873065,95848500,3766099.8,3504663.49,2676507.54,2955765.06,2415664.44,205775,5-story shear model,pending,,,,,,
Case0370,Struct0185,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8635,0.8355,0.8231,0.0459,0.0129,3.385,5,0.9393,0.952,1.1226,0.994,0.925,1.1269,1.1337,0.9422,1.1412,1.0326,145995399,135638580,145404765,115873065,95848500,3766099.8,3504663.49,2676507.54,2955765.06,2415664.44,205775,5-story shear model,pending,,,,,,
Case0371,Struct0186,EI,ground_motion/ei3.txt,0.02,g,1,1.2056,1.1841,0.8133,0.0584,0.0365,3.058,5,1.0934,0.8903,1.1091,0.9832,0.9809,1.1132,0.8995,1.1324,0.9912,0.9659,237276547.2,177102037.2,200569644,160021699.2,141908764.8,5272560.48,3940862.42,4558974.46,3638407.75,3202422.13,203325,5-story shear model,pending,,,,,,
Case0372,Struct0186,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.2056,1.1841,0.8133,0.0584,0.0365,3.058,5,1.0934,0.8903,1.1091,0.9832,0.9809,1.1132,0.8995,1.1324,0.9912,0.9659,237276547.2,177102037.2,200569644,160021699.2,141908764.8,5272560.48,3940862.42,4558974.46,3638407.75,3202422.13,203325,5-story shear model,pending,,,,,,
Case0373,Struct0187,EI,ground_motion/ei3.txt,0.02,g,1,1.0697,1.1021,1.1774,0.0711,0.0109,3.067,5,0.9845,1.0716,0.8608,1.1371,0.951,0.9779,1.1234,1.0323,1.1361,1.1417,189561537,189137935.8,138119664,164208042.5,122074164,4310974.36,4580966.82,3868172.62,3881497.01,3523149.2,294350,5-story shear model,pending,,,,,,
Case0374,Struct0187,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0697,1.1021,1.1774,0.0711,0.0109,3.067,5,0.9845,1.0716,0.8608,1.1371,0.951,0.9779,1.1234,1.0323,1.1361,1.1417,189561537,189137935.8,138119664,164208042.5,122074164,4310974.36,4580966.82,3868172.62,3881497.01,3523149.2,294350,5-story shear model,pending,,,,,,
Case0375,Struct0188,EI,ground_motion/ei3.txt,0.02,g,1,1.1819,0.9753,1.0558,0.052,0.025,3.087,5,0.9077,0.8571,0.9168,1.0836,0.8545,1.1128,1.0466,1.0807,1.0794,0.8662,193105913.4,167146070.9,162534888,172895423.4,121192026,4341255.36,3776771.23,3583622.81,3263490.34,2365453.61,263950,5-story shear model,pending,,,,,,
Case0376,Struct0188,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1819,0.9753,1.0558,0.052,0.025,3.087,5,0.9077,0.8571,0.9168,1.0836,0.8545,1.1128,1.0466,1.0807,1.0794,0.8662,193105913.4,167146070.9,162534888,172895423.4,121192026,4341255.36,3776771.23,3583622.81,3263490.34,2365453.61,263950,5-story shear model,pending,,,,,,
Case0377,Struct0189,EI,ground_motion/ei3.txt,0.02,g,1,0.8287,1.1007,0.9106,0.0554,0.0306,3.016,5,1.0455,1.0869,1.0889,1.1107,0.8747,0.8502,1.0984,1.0673,0.9728,1.1166,155953053,148617815,135355714.5,124259007.2,86983666.8,3743260.56,4473332.86,3994242.17,3319358.98,3441316.54,227650,5-story shear model,pending,,,,,,
Case0378,Struct0189,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8287,1.1007,0.9106,0.0554,0.0306,3.016,5,1.0455,1.0869,1.0889,1.1107,0.8747,0.8502,1.0984,1.0673,0.9728,1.1166,155953053,148617815,135355714.5,124259007.2,86983666.8,3743260.56,4473332.86,3994242.17,3319358.98,3441316.54,227650,5-story shear model,pending,,,,,,
Case0379,Struct0190,EI,ground_motion/ei3.txt,0.02,g,1,0.7522,0.8198,1.1016,0.0213,0.0307,3.467,5,1.1084,0.9395,0.8652,0.9257,0.8596,1.1254,0.916,0.9279,0.9735,0.9972,150072926.4,116604163.5,97620516,94002057.9,77590934.4,3690411.68,2778466.16,2586354.23,2474033.43,2289012.77,275400,5-story shear model,pending,,,,,,
Case0380,Struct0190,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7522,0.8198,1.1016,0.0213,0.0307,3.467,5,1.1084,0.9395,0.8652,0.9257,0.8596,1.1254,0.916,0.9279,0.9735,0.9972,150072926.4,116604163.5,97620516,94002057.9,77590934.4,3690411.68,2778466.16,2586354.23,2474033.43,2289012.77,275400,5-story shear model,pending,,,,,,
Case0381,Struct0191,EI,ground_motion/ei3.txt,0.02,g,1,1.0067,1.1559,1.0711,0.0711,0.0235,3.156,5,1.0522,1.0741,1.0902,0.925,1.0538,1.1344,1.0448,0.9764,0.9631,0.9568,190664953.2,178413917.6,164625651,125711662.5,127303255.2,5245011.84,4468431.98,3837310.58,3451066.6,3096702.34,267775,5-story shear model,pending,,,,,,
Case0382,Struct0191,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0067,1.1559,1.0711,0.0711,0.0235,3.156,5,1.0522,1.0741,1.0902,0.925,1.0538,1.1344,1.0448,0.9764,0.9631,0.9568,190664953.2,178413917.6,164625651,125711662.5,127303255.2,5245011.84,4468431.98,3837310.58,3451066.6,3096702.34,267775,5-story shear model,pending,,,,,,
Case0383,Struct0192,EI,ground_motion/ei3.txt,0.02,g,1,1.096,0.9835,1.124,0.045,0.0442,3.416,5,0.9502,0.9405,0.9498,0.9175,0.9605,1.0531,1.0648,1.0747,0.8936,1.0375,187455456,170080020,156147120,135753300,126324960,4142895.4,3874753.96,3593689.33,2724452.36,2857067.5,281000,5-story shear model,pending,,,,,,
Case0384,Struct0192,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.096,0.9835,1.124,0.045,0.0442,3.416,5,0.9502,0.9405,0.9498,0.9175,0.9605,1.0531,1.0648,1.0747,0.8936,1.0375,187455456,170080020,156147120,135753300,126324960,4142895.4,3874753.96,3593689.33,2724452.36,2857067.5,281000,5-story shear model,pending,,,,,,
Case0385,Struct0193,EI,ground_motion/ei3.txt,0.02,g,1,1.1006,1.1075,1.0224,0.0637,0.0212,3.314,5,1.0796,0.9972,1.0253,0.9724,0.9142,1.1155,1.1292,0.8544,0.9273,1.0941,213877396.8,181090522.8,169266777,144480164.4,120740222.4,4941665,4627179.3,3217243.2,3183652.73,3392804.1,255600,5-story shear model,pending,,,,,,
Case0386,Struct0193,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1006,1.1075,1.0224,0.0637,0.0212,3.314,5,1.0796,0.9972,1.0253,0.9724,0.9142,1.1155,1.1292,0.8544,0.9273,1.0941,213877396.8,181090522.8,169266777,144480164.4,120740222.4,4941665,4627179.3,3217243.2,3183652.73,3392804.1,255600,5-story shear model,pending,,,,,,
Case0387,Struct0194,EI,ground_motion/ei3.txt,0.02,g,1,1.1629,1.0244,1.0948,0.0532,0.0154,3.199,5,0.9504,0.9689,0.9744,0.9619,0.9756,0.8908,1.0342,1.1181,0.9442,1.1146,198939628.8,185911078.7,169969464,151010123.9,136143028.8,3650142.08,3919907.58,3894297.58,2998439.29,3197029.47,273700,5-story shear model,pending,,,,,,
Case0388,Struct0194,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1629,1.0244,1.0948,0.0532,0.0154,3.199,5,0.9504,0.9689,0.9744,0.9619,0.9756,0.8908,1.0342,1.1181,0.9442,1.1146,198939628.8,185911078.7,169969464,151010123.9,136143028.8,3650142.08,3919907.58,3894297.58,2998439.29,3197029.47,273700,5-story shear model,pending,,,,,,
Case0389,Struct0195,EI,ground_motion/ei3.txt,0.02,g,1,1.2147,0.8976,0.8645,0.0395,0.026,3.063,5,0.9857,0.9421,1.1454,1.0732,1.1115,0.93,1.0069,1.1381,1.0094,1.1097,215519362.2,188820863.6,208697607,175988165.4,162016686,3339072,3344035.73,3473299.1,2808716.06,2788986.82,216125,5-story shear model,pending,,,,,,
Case0390,Struct0195,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.2147,0.8976,0.8645,0.0395,0.026,3.063,5,0.9857,0.9421,1.1454,1.0732,1.1115,0.93,1.0069,1.1381,1.0094,1.1097,215519362.2,188820863.6,208697607,175988165.4,162016686,3339072,3344035.73,3473299.1,2808716.06,2788986.82,216125,5-story shear model,pending,,,,,,
Case0391,Struct0196,EI,ground_motion/ei3.txt,0.02,g,1,0.8734,0.7647,1.0168,0.0739,0.0186,3.349,5,0.9421,1.0144,0.9782,1.0202,0.9571,0.9501,1.0086,1.0924,0.956,0.9007,148109425.2,146186198.4,128153982,120290761.8,100311736.8,2906165.88,2853722.75,2840218.15,2266264.92,1928542.81,254200,5-story shear model,pending,,,,,,
Case0392,Struct0196,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8734,0.7647,1.0168,0.0739,0.0186,3.349,5,0.9421,1.0144,0.9782,1.0202,0.9571,0.9501,1.0086,1.0924,0.956,0.9007,148109425.2,146186198.4,128153982,120290761.8,100311736.8,2906165.88,2853722.75,2840218.15,2266264.92,1928542.81,254200,5-story shear model,pending,,,,,,
Case0393,Struct0197,EI,ground_motion/ei3.txt,0.02,g,1,1.1454,1.0812,0.802,0.0541,0.0167,3.038,5,0.9321,0.9919,1.0617,1.0048,0.8532,0.9867,0.8801,1.0753,1.0836,0.9695,192172921.2,187460172.9,182410677,155371219.2,117270633.6,4267280.16,3520787.24,3952888.82,3631923.79,2935025.52,200500,5-story shear model,pending,,,,,,
Case0394,Struct0197,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1454,1.0812,0.802,0.0541,0.0167,3.038,5,0.9321,0.9919,1.0617,1.0048,0.8532,0.9867,0.8801,1.0753,1.0836,0.9695,192172921.2,187460172.9,182410677,155371219.2,117270633.6,4267280.16,3520787.24,3952888.82,3631923.79,2935025.52,200500,5-story shear model,pending,,,,,,
Case0395,Struct0198,EI,ground_motion/ei3.txt,0.02,g,1,0.9179,1.1572,1.1295,0.0776,0.0205,3.229,5,0.9011,0.8835,0.8895,0.9809,1.0522,1.107,0.9983,0.948,1.0187,0.982,148881544.2,133809167.3,122470807.5,121549694.9,115897725.6,5124081.6,4274361.21,3729887.04,3654402.88,3181837.12,282375,5-story shear model,pending,,,,,,
Case0396,Struct0198,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9179,1.1572,1.1295,0.0776,0.0205,3.229,5,0.9011,0.8835,0.8895,0.9809,1.0522,1.107,0.9983,0.948,1.0187,0.982,148881544.2,133809167.3,122470807.5,121549694.9,115897725.6,5124081.6,4274361.21,3729887.04,3654402.88,3181837.12,282375,5-story shear model,pending,,,,,,
Case0397,Struct0199,EI,ground_motion/ei3.txt,0.02,g,1,0.8046,0.992,0.8249,0.0216,0.0433,3.045,5,0.9391,1.0973,1.1104,0.9128,1.0592,0.8917,0.9798,0.923,0.8646,0.86,136007974.8,145676450.7,134014176,99149248.8,102267878.4,3538265.6,3596257.92,3113094.4,2658817.92,2388736,206225,5-story shear model,pending,,,,,,
Case0398,Struct0199,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8046,0.992,0.8249,0.0216,0.0433,3.045,5,0.9391,1.0973,1.1104,0.9128,1.0592,0.8917,0.9798,0.923,0.8646,0.86,136007974.8,145676450.7,134014176,99149248.8,102267878.4,3538265.6,3596257.92,3113094.4,2658817.92,2388736,206225,5-story shear model,pending,,,,,,
Case0399,Struct0200,EI,ground_motion/ei3.txt,0.02,g,1,0.9168,1.2185,1.1277,0.0764,0.0461,3.414,5,0.9855,1.1324,0.9334,1.1409,1.0282,0.9884,0.9988,1.0049,0.9428,1.0652,162631152,171300412.8,128361168,141206911.2,113118451.2,4817461.6,4503039.86,4163200.21,3561285.58,3634249.36,281925,5-story shear model,pending,,,,,,
Case0400,Struct0200,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9168,1.2185,1.1277,0.0764,0.0461,3.414,5,0.9855,1.1324,0.9334,1.1409,1.0282,0.9884,0.9988,1.0049,0.9428,1.0652,162631152,171300412.8,128361168,141206911.2,113118451.2,4817461.6,4503039.86,4163200.21,3561285.58,3634249.36,281925,5-story shear model,pending,,,,,,
Case0401,Struct0201,EI,ground_motion/ei3.txt,0.02,g,1,1.1718,1.2062,0.9119,0.0356,0.0139,3.586,5,1.0117,0.959,1.0464,0.9224,0.9211,0.9385,0.9547,1.0256,0.9717,1.002,213391810.8,185419773,183925728,145917223.2,129521397.6,4528074.8,4260768.82,4206067.65,3633400.07,3384114.72,227975,5-story shear model,pending,,,,,,
Case0402,Struct0201,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1718,1.2062,0.9119,0.0356,0.0139,3.586,5,1.0117,0.959,1.0464,0.9224,0.9211,0.9385,0.9547,1.0256,0.9717,1.002,213391810.8,185419773,183925728,145917223.2,129521397.6,4528074.8,4260768.82,4206067.65,3633400.07,3384114.72,227975,5-story shear model,pending,,,,,,
